time,ws100,ghi,dni,dhi,t2m
2020-04-06 01:00:00,8.200,0.000,0.000,0.000,7.900
2020-04-06 02:00:00,7.850,0.000,0.000,0.000,7.100
2020-04-06 03:00:00,7.260,0.000,0.000,0.000,6.400
2020-04-06 04:00:00,6.980,0.000,0.000,0.000,5.800
2020-04-06 05:00:00,7.110,1.000,0.000,1.000,5.500
2020-04-06 06:00:00,6.850,72.000,367.600,31.000,6.900
2020-04-06 07:00:00,5.980,220.000,584.100,64.000,9.800
2020-04-06 08:00:00,4.710,379.000,720.800,83.000,12.800
2020-04-06 09:00:00,4.750,522.000,800.000,96.000,15.200
2020-04-06 10:00:00,4.160,630.000,842.500,104.000,17.500
2020-04-06 11:00:00,4.310,695.000,861.900,109.000,19.500
2020-04-06 12:00:00,4.590,710.000,862.800,110.000,20.900
2020-04-06 13:00:00,4.590,677.000,849.500,108.000,22.100
2020-04-06 14:00:00,4.700,596.000,818.200,101.000,22.800
2020-04-06 15:00:00,4.790,477.000,762.100,92.000,23.200
2020-04-06 16:00:00,4.220,331.000,670.400,78.000,23.100
2020-04-06 17:00:00,4.700,175.000,512.500,57.000,22.200
2020-04-06 18:00:00,5.770,42.000,249.800,19.000,19.800
2020-04-06 19:00:00,6.800,0.000,0.000,0.000,16.600
2020-04-06 20:00:00,7.420,0.000,0.000,0.000,14.700
2020-04-06 21:00:00,7.500,0.000,0.000,0.000,13.400
2020-04-06 22:00:00,7.340,0.000,0.000,0.000,13.000
2020-04-06 23:00:00,7.780,0.000,0.000,0.000,12.800
2020-04-07 00:00:00,7.690,0.000,0.000,0.000,11.700
2020-04-07 01:00:00,6.720,0.000,0.000,0.000,10.300
2020-04-07 02:00:00,5.850,0.000,0.000,0.000,9.900
2020-04-07 03:00:00,6.310,0.000,0.000,0.000,9.700
2020-04-07 04:00:00,6.220,0.000,0.000,0.000,9.700
2020-04-07 05:00:00,5.440,2.000,0.000,2.000,9.600
2020-04-07 06:00:00,4.690,62.000,255.500,32.000,9.900
2020-04-07 07:00:00,3.470,200.000,483.900,68.000,10.800
2020-04-07 08:00:00,3.490,365.000,672.800,85.000,12.300
2020-04-07 09:00:00,3.180,508.000,760.500,99.000,13.500
2020-04-07 10:00:00,2.020,617.000,807.100,109.000,15.400
2020-04-07 11:00:00,2.090,678.000,816.400,119.000,16.300
2020-04-07 12:00:00,2.060,710.000,858.500,109.000,17.200
2020-04-07 13:00:00,2.020,678.000,842.300,110.000,17.800
2020-04-07 14:00:00,1.770,608.000,833.700,100.000,18.300
2020-04-07 15:00:00,1.840,496.000,796.900,90.000,18.400
2020-04-07 16:00:00,2.280,345.000,699.500,78.000,18.500
2020-04-07 17:00:00,3.440,178.000,515.800,57.000,17.800
2020-04-07 18:00:00,5.320,45.000,254.700,21.000,15.700
2020-04-07 19:00:00,6.740,0.000,0.000,0.000,13.900
2020-04-07 20:00:00,7.630,0.000,0.000,0.000,12.600
2020-04-07 21:00:00,7.810,0.000,0.000,0.000,11.800
2020-04-07 22:00:00,7.640,0.000,0.000,0.000,10.700
2020-04-07 23:00:00,7.790,0.000,0.000,0.000,9.900
2020-04-08 00:00:00,7.710,0.000,0.000,0.000,9.100
2020-04-08 01:00:00,7.530,0.000,0.000,0.000,8.700
2020-04-08 02:00:00,7.340,0.000,0.000,0.000,8.200
2020-04-08 03:00:00,7.220,0.000,0.000,0.000,8.000
2020-04-08 04:00:00,7.080,0.000,0.000,0.000,8.100
2020-04-08 05:00:00,6.800,2.000,0.000,2.000,8.100
2020-04-08 06:00:00,6.410,73.000,324.500,33.000,8.900
2020-04-08 07:00:00,4.940,215.000,527.800,68.000,11.200
2020-04-08 08:00:00,3.750,365.000,664.000,85.000,13.600
2020-04-08 09:00:00,3.280,513.000,764.200,98.000,15.500
2020-04-08 10:00:00,2.730,601.000,772.300,111.000,18.300
2020-04-08 11:00:00,2.570,687.000,838.200,109.000,20.300
2020-04-08 12:00:00,2.500,705.000,844.400,110.000,21.700
2020-04-08 13:00:00,2.180,675.000,835.400,108.000,22.500
2020-04-08 14:00:00,2.050,596.000,805.000,102.000,22.900
2020-04-08 15:00:00,1.700,461.000,706.600,98.000,23.100
2020-04-08 16:00:00,1.330,288.000,487.100,100.000,22.500
2020-04-08 17:00:00,1.170,145.000,364.200,58.000,22.100
2020-04-08 18:00:00,1.530,40.000,207.500,20.000,20.200
2020-04-08 19:00:00,1.730,0.000,0.000,0.000,16.500
2020-04-08 20:00:00,2.000,0.000,0.000,0.000,15.900
2020-04-08 21:00:00,2.400,0.000,0.000,0.000,13.600
2020-04-08 22:00:00,3.500,0.000,0.000,0.000,12.000
2020-04-08 23:00:00,4.600,0.000,0.000,0.000,11.800
2020-04-09 00:00:00,5.210,0.000,0.000,0.000,10.700
2020-04-09 01:00:00,5.530,0.000,0.000,0.000,10.000
2020-04-09 02:00:00,5.620,0.000,0.000,0.000,9.100
2020-04-09 03:00:00,5.710,0.000,0.000,0.000,8.600
2020-04-09 04:00:00,5.000,0.000,0.000,0.000,8.100
2020-04-09 05:00:00,4.300,3.000,19.100,2.000,7.300
2020-04-09 06:00:00,4.330,79.000,340.800,35.000,8.500
2020-04-09 07:00:00,2.840,206.000,499.700,64.000,11.000
2020-04-09 08:00:00,2.160,334.000,526.800,109.000,13.000
2020-04-09 09:00:00,2.770,464.000,601.900,134.000,14.600
2020-04-09 10:00:00,1.410,602.000,724.100,139.000,16.000
2020-04-09 11:00:00,1.720,689.000,826.700,115.000,17.000
2020-04-09 12:00:00,3.360,651.000,705.000,151.000,18.000
2020-04-09 13:00:00,4.300,522.000,547.500,148.000,18.500
2020-04-09 14:00:00,5.190,414.000,411.100,160.000,18.400
2020-04-09 15:00:00,5.560,278.000,156.400,197.000,18.000
2020-04-09 16:00:00,5.130,210.000,253.700,111.000,17.600
2020-04-09 17:00:00,5.240,120.000,176.800,77.000,16.900
2020-04-09 18:00:00,5.670,42.000,192.900,23.000,15.700
2020-04-09 19:00:00,6.050,0.000,0.000,0.000,13.600
2020-04-09 20:00:00,5.820,0.000,0.000,0.000,11.700
2020-04-09 21:00:00,5.610,0.000,0.000,0.000,10.300
2020-04-09 22:00:00,5.010,0.000,0.000,0.000,9.000
2020-04-09 23:00:00,4.300,0.000,0.000,0.000,7.600
2020-04-10 00:00:00,4.110,0.000,0.000,0.000,6.600
2020-04-10 01:00:00,4.230,0.000,0.000,0.000,5.600
2020-04-10 02:00:00,4.550,0.000,0.000,0.000,4.500
2020-04-10 03:00:00,4.690,0.000,0.000,0.000,3.600
2020-04-10 04:00:00,4.430,0.000,0.000,0.000,3.000
2020-04-10 05:00:00,4.120,4.000,19.100,3.000,2.300
2020-04-10 06:00:00,3.380,90.000,392.900,37.000,3.400
2020-04-10 07:00:00,1.960,241.000,603.900,66.000,5.700
2020-04-10 08:00:00,1.510,402.000,730.600,86.000,7.900
2020-04-10 09:00:00,1.680,546.000,807.600,99.000,9.800
2020-04-10 10:00:00,2.280,635.000,754.200,149.000,11.200
2020-04-10 11:00:00,2.770,636.000,527.900,267.000,12.200
2020-04-10 12:00:00,3.090,644.000,507.200,282.000,13.100
2020-04-10 13:00:00,3.190,636.000,565.800,247.000,13.800
2020-04-10 14:00:00,3.470,598.000,692.700,167.000,14.200
2020-04-10 15:00:00,3.770,470.000,591.800,161.000,14.200
2020-04-10 16:00:00,4.020,328.000,499.500,131.000,14.000
2020-04-10 17:00:00,4.180,183.000,412.200,81.000,13.200
2020-04-10 18:00:00,4.590,53.000,228.600,30.000,11.300
2020-04-10 19:00:00,5.080,0.000,0.000,0.000,9.200
2020-04-10 20:00:00,5.220,0.000,0.000,0.000,8.000
2020-04-10 21:00:00,5.300,0.000,0.000,0.000,7.000
2020-04-10 22:00:00,4.900,0.000,0.000,0.000,6.400
2020-04-10 23:00:00,4.010,0.000,0.000,0.000,5.100
2020-04-11 00:00:00,3.710,0.000,0.000,0.000,3.900
2020-04-11 01:00:00,3.890,0.000,0.000,0.000,2.700
2020-04-11 02:00:00,3.610,0.000,0.000,0.000,2.000
2020-04-11 03:00:00,3.420,0.000,0.000,0.000,1.600
2020-04-11 04:00:00,3.700,0.000,0.000,0.000,1.000
2020-04-11 05:00:00,3.960,5.000,19.100,4.000,0.800
2020-04-11 06:00:00,4.030,89.000,334.200,42.000,2.900
2020-04-11 07:00:00,2.860,237.000,568.800,69.000,6.600
2020-04-11 08:00:00,2.970,395.000,703.400,87.000,9.600
2020-04-11 09:00:00,2.980,535.000,776.900,101.000,11.700
2020-04-11 10:00:00,3.250,643.000,824.000,108.000,13.200
2020-04-11 11:00:00,2.900,706.000,845.600,111.000,14.500
2020-04-11 12:00:00,2.770,725.000,853.500,112.000,15.600
2020-04-11 13:00:00,2.780,692.000,841.300,110.000,16.500
2020-04-11 14:00:00,2.700,614.000,815.800,103.000,17.200
2020-04-11 15:00:00,2.690,496.000,760.000,96.000,17.400
2020-04-11 16:00:00,2.970,348.000,662.400,84.000,17.500
2020-04-11 17:00:00,3.660,187.000,516.500,57.000,17.000
2020-04-11 18:00:00,5.330,56.000,292.100,26.000,15.700
2020-04-11 19:00:00,6.380,0.000,0.000,0.000,13.100
2020-04-11 20:00:00,6.590,0.000,0.000,0.000,11.500
2020-04-11 21:00:00,6.500,0.000,0.000,0.000,10.600
2020-04-11 22:00:00,6.080,0.000,0.000,0.000,9.800
2020-04-11 23:00:00,6.360,0.000,0.000,0.000,9.000
2020-04-12 00:00:00,6.380,0.000,0.000,0.000,8.200
2020-04-12 01:00:00,6.500,0.000,0.000,0.000,7.500
2020-04-12 02:00:00,6.420,0.000,0.000,0.000,6.700
2020-04-12 03:00:00,6.330,0.000,0.000,0.000,6.100
2020-04-12 04:00:00,6.550,0.000,0.000,0.000,5.900
2020-04-12 05:00:00,6.440,7.000,38.200,5.000,5.800
2020-04-12 06:00:00,6.050,97.000,396.300,39.000,7.900
2020-04-12 07:00:00,5.120,247.000,591.600,69.000,11.400
2020-04-12 08:00:00,3.890,412.000,742.300,83.000,14.600
2020-04-12 09:00:00,3.620,552.000,817.800,91.000,17.400
2020-04-12 10:00:00,2.660,654.000,843.900,102.000,19.500
2020-04-12 11:00:00,2.970,705.000,847.100,105.000,20.800
2020-04-12 12:00:00,3.710,735.000,867.700,108.000,21.700
2020-04-12 13:00:00,4.300,688.000,821.800,116.000,22.200
2020-04-12 14:00:00,4.600,595.000,780.300,103.000,22.400
2020-04-12 15:00:00,4.630,498.000,748.400,101.000,22.400
2020-04-12 16:00:00,4.340,342.000,643.200,83.000,22.200
2020-04-12 17:00:00,3.960,181.000,457.200,64.000,21.200
2020-04-12 18:00:00,4.410,54.000,276.800,25.000,18.800
2020-04-12 19:00:00,4.700,1.000,0.000,1.000,16.400
2020-04-12 20:00:00,4.460,0.000,0.000,0.000,14.700
2020-04-12 21:00:00,3.440,0.000,0.000,0.000,13.700
2020-04-12 22:00:00,3.450,0.000,0.000,0.000,12.500
2020-04-12 23:00:00,4.700,0.000,0.000,0.000,11.800
2020-04-13 00:00:00,6.520,0.000,0.000,0.000,11.600
2020-04-13 01:00:00,8.320,0.000,0.000,0.000,10.800
2020-04-13 02:00:00,8.670,0.000,0.000,0.000,9.200
2020-04-13 03:00:00,7.880,0.000,0.000,0.000,8.400
2020-04-13 04:00:00,7.740,0.000,0.000,0.000,7.500
2020-04-13 05:00:00,8.230,6.000,19.100,5.000,6.700
2020-04-13 06:00:00,8.410,57.000,85.500,44.000,6.100
2020-04-13 07:00:00,8.230,189.000,284.000,102.000,5.900
2020-04-13 08:00:00,8.060,311.000,325.600,165.000,6.400
2020-04-13 09:00:00,8.350,505.000,634.800,144.000,7.200
2020-04-13 10:00:00,8.100,638.000,760.400,137.000,7.700
2020-04-13 11:00:00,8.600,611.000,593.400,188.000,8.200
2020-04-13 12:00:00,8.710,636.000,588.800,208.000,8.800
2020-04-13 13:00:00,8.410,611.000,568.400,213.000,9.500
2020-04-13 14:00:00,8.610,542.000,570.400,180.000,9.700
2020-04-13 15:00:00,9.360,369.000,329.300,193.000,9.600
2020-04-13 16:00:00,9.840,316.000,430.200,141.000,9.000
2020-04-13 17:00:00,10.110,188.000,446.000,72.000,7.800
2020-04-13 18:00:00,9.840,67.000,355.700,29.000,6.300
2020-04-13 19:00:00,9.550,1.000,0.000,1.000,5.200
2020-04-13 20:00:00,8.750,0.000,0.000,0.000,4.500
2020-04-13 21:00:00,8.380,0.000,0.000,0.000,4.100
2020-04-13 22:00:00,7.740,0.000,0.000,0.000,4.000
2020-04-13 23:00:00,7.850,0.000,0.000,0.000,3.800
2020-04-14 00:00:00,7.490,0.000,0.000,0.000,3.600
2020-04-14 01:00:00,7.040,0.000,0.000,0.000,2.900
2020-04-14 02:00:00,6.330,0.000,0.000,0.000,2.200
2020-04-14 03:00:00,6.000,0.000,0.000,0.000,1.800
2020-04-14 04:00:00,5.960,0.000,0.000,0.000,1.600
2020-04-14 05:00:00,5.770,8.000,54.700,5.000,1.600
2020-04-14 06:00:00,4.940,108.000,406.000,44.000,2.700
2020-04-14 07:00:00,4.240,267.000,631.900,70.000,4.200
2020-04-14 08:00:00,4.340,422.000,736.300,88.000,5.900
2020-04-14 09:00:00,5.230,548.000,758.300,113.000,7.200
2020-04-14 10:00:00,5.150,603.000,667.600,160.000,7.800
2020-04-14 11:00:00,5.650,450.000,267.700,258.000,8.300
2020-04-14 12:00:00,6.490,425.000,157.300,310.000,8.800
2020-04-14 13:00:00,6.840,354.000,134.900,259.000,9.100
2020-04-14 14:00:00,7.270,305.000,95.500,244.000,9.200
2020-04-14 15:00:00,7.080,222.000,46.400,197.000,9.200
2020-04-14 16:00:00,6.380,154.000,36.500,139.000,9.000
2020-04-14 17:00:00,6.360,86.000,83.300,64.000,8.400
2020-04-14 18:00:00,5.970,33.000,55.100,27.000,7.700
2020-04-14 19:00:00,5.610,1.000,0.000,1.000,6.500
2020-04-14 20:00:00,5.320,0.000,0.000,0.000,5.100
2020-04-14 21:00:00,5.220,0.000,0.000,0.000,4.100
2020-04-14 22:00:00,5.950,0.000,0.000,0.000,4.500
2020-04-14 23:00:00,5.480,0.000,0.000,0.000,4.300
2020-04-15 00:00:00,5.540,0.000,0.000,0.000,4.000
2020-04-15 01:00:00,6.050,0.000,0.000,0.000,3.400
2020-04-15 02:00:00,6.120,0.000,0.000,0.000,3.000
2020-04-15 03:00:00,6.410,0.000,0.000,0.000,3.000
2020-04-15 04:00:00,6.680,0.000,0.000,0.000,3.000
2020-04-15 05:00:00,6.550,10.000,52.100,7.000,2.900
2020-04-15 06:00:00,6.540,94.000,257.400,52.000,3.400
2020-04-15 07:00:00,6.240,259.000,577.100,76.000,5.200
2020-04-15 08:00:00,6.700,413.000,693.200,95.000,7.000
2020-04-15 09:00:00,6.410,554.000,771.000,108.000,8.600
2020-04-15 10:00:00,5.510,660.000,802.200,124.000,10.300
2020-04-15 11:00:00,5.210,697.000,753.800,153.000,11.700
2020-04-15 12:00:00,4.810,741.000,821.300,137.000,13.100
2020-04-15 13:00:00,4.700,702.000,794.600,139.000,14.200
2020-04-15 14:00:00,4.700,619.000,739.100,144.000,15.300
2020-04-15 15:00:00,4.720,502.000,691.200,127.000,15.700
2020-04-15 16:00:00,4.500,359.000,607.500,107.000,15.800
2020-04-15 17:00:00,4.100,214.000,547.700,67.000,15.500
2020-04-15 18:00:00,4.330,71.000,353.500,31.000,13.900
2020-04-15 19:00:00,4.670,2.000,0.000,2.000,10.700
2020-04-15 20:00:00,5.020,0.000,0.000,0.000,8.700
2020-04-15 21:00:00,5.460,0.000,0.000,0.000,7.700
2020-04-15 22:00:00,5.540,0.000,0.000,0.000,6.900
2020-04-15 23:00:00,5.100,0.000,0.000,0.000,6.100
2020-04-16 00:00:00,4.690,0.000,0.000,0.000,5.100
2020-04-16 01:00:00,4.680,0.000,0.000,0.000,4.400
2020-04-16 02:00:00,4.470,0.000,0.000,0.000,3.300
2020-04-16 03:00:00,3.750,0.000,0.000,0.000,2.400
2020-04-16 04:00:00,2.610,0.000,0.000,0.000,2.300
2020-04-16 05:00:00,1.840,13.000,82.900,8.000,2.400
2020-04-16 06:00:00,1.750,116.000,421.000,45.000,5.500
2020-04-16 07:00:00,1.410,269.000,617.300,70.000,8.700
2020-04-16 08:00:00,1.250,421.000,707.200,93.000,11.100
2020-04-16 09:00:00,1.200,549.000,720.000,129.000,13.000
2020-04-16 10:00:00,1.040,653.000,761.100,141.000,14.900
2020-04-16 11:00:00,1.390,719.000,800.200,138.000,16.000
2020-04-16 12:00:00,1.880,705.000,708.500,181.000,17.100
2020-04-16 13:00:00,1.930,652.000,635.800,199.000,18.000
2020-04-16 14:00:00,1.640,619.000,753.100,132.000,18.600
2020-04-16 15:00:00,1.980,457.000,649.700,102.000,18.700
2020-04-16 16:00:00,2.820,363.000,651.800,90.000,18.400
2020-04-16 17:00:00,4.250,212.000,543.200,64.000,17.700
2020-04-16 18:00:00,5.980,71.000,323.700,33.000,16.000
2020-04-16 19:00:00,7.160,2.000,0.000,2.000,13.500
2020-04-16 20:00:00,7.330,0.000,0.000,0.000,12.000
2020-04-16 21:00:00,6.840,0.000,0.000,0.000,10.400
2020-04-16 22:00:00,6.000,0.000,0.000,0.000,9.000
2020-04-16 23:00:00,4.900,0.000,0.000,0.000,7.700
2020-04-17 00:00:00,3.910,0.000,0.000,0.000,6.400
2020-04-17 01:00:00,4.030,0.000,0.000,0.000,5.300
2020-04-17 02:00:00,3.910,0.000,0.000,0.000,4.400
2020-04-17 03:00:00,4.030,0.000,0.000,0.000,3.800
2020-04-17 04:00:00,4.120,0.000,0.000,0.000,3.300
2020-04-17 05:00:00,4.590,13.000,47.600,10.000,3.100
2020-04-17 06:00:00,3.770,113.000,339.000,54.000,4.900
2020-04-17 07:00:00,2.250,272.000,604.500,74.000,7.200
2020-04-17 08:00:00,1.700,430.000,723.200,91.000,9.000
2020-04-17 09:00:00,1.280,570.000,795.900,102.000,10.800
2020-04-17 10:00:00,1.490,676.000,835.800,110.000,12.400
2020-04-17 11:00:00,1.610,739.000,853.000,116.000,13.800
2020-04-17 12:00:00,1.880,756.000,857.900,118.000,14.800
2020-04-17 13:00:00,1.800,726.000,859.800,110.000,15.500
2020-04-17 14:00:00,1.640,647.000,831.700,106.000,16.400
2020-04-17 15:00:00,1.580,528.000,785.000,96.000,16.700
2020-04-17 16:00:00,2.140,381.000,704.900,83.000,16.800
2020-04-17 17:00:00,2.480,222.000,571.400,64.000,16.400
2020-04-17 18:00:00,3.040,77.000,353.600,34.000,15.100
2020-04-17 19:00:00,3.980,3.000,19.100,2.000,12.000
2020-04-17 20:00:00,5.440,0.000,0.000,0.000,10.200
2020-04-17 21:00:00,6.530,0.000,0.000,0.000,9.200
2020-04-17 22:00:00,6.320,0.000,0.000,0.000,8.700
2020-04-17 23:00:00,7.020,0.000,0.000,0.000,7.900
2020-04-18 00:00:00,7.440,0.000,0.000,0.000,7.200
2020-04-18 01:00:00,7.200,0.000,0.000,0.000,6.600
2020-04-18 02:00:00,6.770,0.000,0.000,0.000,5.900
2020-04-18 03:00:00,6.580,0.000,0.000,0.000,5.400
2020-04-18 04:00:00,7.310,0.000,0.000,0.000,4.800
2020-04-18 05:00:00,7.610,16.000,106.600,9.000,4.600
2020-04-18 06:00:00,7.200,125.000,429.300,48.000,6.500
2020-04-18 07:00:00,5.430,271.000,565.100,83.000,8.800
2020-04-18 08:00:00,4.640,432.000,709.400,96.000,11.300
2020-04-18 09:00:00,4.600,559.000,759.300,109.000,13.600
2020-04-18 10:00:00,5.200,645.000,762.900,125.000,15.800
2020-04-18 11:00:00,5.530,741.000,848.200,118.000,17.300
2020-04-18 12:00:00,5.410,764.000,874.700,110.000,18.300
2020-04-18 13:00:00,4.940,703.000,821.800,111.000,18.900
2020-04-18 14:00:00,4.710,647.000,828.300,105.000,19.300
2020-04-18 15:00:00,4.610,526.000,766.900,101.000,19.100
2020-04-18 16:00:00,4.590,384.000,712.500,80.000,18.300
2020-04-18 17:00:00,5.240,220.000,545.400,67.000,17.400
2020-04-18 18:00:00,6.720,78.000,341.900,35.000,15.700
2020-04-18 19:00:00,7.800,3.000,0.000,3.000,13.800
2020-04-18 20:00:00,8.060,0.000,0.000,0.000,12.400
2020-04-18 21:00:00,7.920,0.000,0.000,0.000,11.300
2020-04-18 22:00:00,7.930,0.000,0.000,0.000,10.300
2020-04-18 23:00:00,7.810,0.000,0.000,0.000,9.200
2020-04-19 00:00:00,7.780,0.000,0.000,0.000,8.100
2020-04-19 01:00:00,7.470,0.000,0.000,0.000,7.200
2020-04-19 02:00:00,7.220,0.000,0.000,0.000,6.300
2020-04-19 03:00:00,6.610,0.000,0.000,0.000,5.300
2020-04-19 04:00:00,6.540,0.000,0.000,0.000,4.500
2020-04-19 05:00:00,7.110,19.000,131.800,10.000,4.200
2020-04-19 06:00:00,7.160,135.000,471.300,48.000,6.000
2020-04-19 07:00:00,7.020,290.000,639.600,74.000,8.000
2020-04-19 08:00:00,7.060,449.000,752.500,89.000,9.500
2020-04-19 09:00:00,7.300,589.000,817.100,101.000,11.100
2020-04-19 10:00:00,7.320,697.000,857.200,109.000,12.300
2020-04-19 11:00:00,7.300,762.000,878.700,113.000,13.400
2020-04-19 12:00:00,7.000,779.000,884.700,114.000,14.300
2020-04-19 13:00:00,7.140,745.000,875.400,111.000,14.900
2020-04-19 14:00:00,7.280,665.000,849.400,106.000,15.000
2020-04-19 15:00:00,7.220,546.000,803.000,98.000,14.800
2020-04-19 16:00:00,7.140,397.000,727.100,84.000,14.300
2020-04-19 17:00:00,6.960,236.000,597.500,66.000,13.400
2020-04-19 18:00:00,7.210,86.000,384.800,36.000,12.000
2020-04-19 19:00:00,7.810,4.000,19.100,3.000,10.100
2020-04-19 20:00:00,8.100,0.000,0.000,0.000,8.900
2020-04-19 21:00:00,8.030,0.000,0.000,0.000,7.700
2020-04-19 22:00:00,7.910,0.000,0.000,0.000,6.800
2020-04-19 23:00:00,8.290,0.000,0.000,0.000,5.900
2020-04-20 00:00:00,8.180,0.000,0.000,0.000,5.200
2020-04-20 01:00:00,7.820,0.000,0.000,0.000,4.400
2020-04-20 02:00:00,7.740,0.000,0.000,0.000,3.800
2020-04-20 03:00:00,7.790,0.000,0.000,0.000,3.200
2020-04-20 04:00:00,7.890,0.000,0.000,0.000,2.800
2020-04-20 05:00:00,7.880,22.000,141.200,12.000,3.200
2020-04-20 06:00:00,8.130,140.000,474.300,50.000,5.500
2020-04-20 07:00:00,6.910,298.000,650.800,75.000,8.000
2020-04-20 08:00:00,7.180,457.000,757.600,91.000,10.500
2020-04-20 09:00:00,8.340,596.000,819.400,103.000,12.100
2020-04-20 10:00:00,8.610,701.000,857.800,109.000,13.300
2020-04-20 11:00:00,9.020,765.000,876.600,114.000,14.100
2020-04-20 12:00:00,9.130,780.000,881.500,114.000,14.900
2020-04-20 13:00:00,8.940,747.000,872.300,112.000,15.600
2020-04-20 14:00:00,8.970,667.000,846.100,107.000,16.100
2020-04-20 15:00:00,9.190,547.000,799.400,98.000,16.300
2020-04-20 16:00:00,9.220,399.000,723.000,85.000,16.000
2020-04-20 17:00:00,9.040,237.000,592.900,66.000,15.300
2020-04-20 18:00:00,9.180,88.000,380.500,37.000,14.300
2020-04-20 19:00:00,9.620,5.000,19.100,4.000,12.600
2020-04-20 20:00:00,9.840,0.000,0.000,0.000,11.600
2020-04-20 21:00:00,9.710,0.000,0.000,0.000,10.700
2020-04-20 22:00:00,9.860,0.000,0.000,0.000,10.100
2020-04-20 23:00:00,9.760,0.000,0.000,0.000,9.300
2020-04-21 00:00:00,9.440,0.000,0.000,0.000,8.500
2020-04-21 01:00:00,9.230,0.000,0.000,0.000,7.800
2020-04-21 02:00:00,9.130,0.000,0.000,0.000,6.900
2020-04-21 03:00:00,9.030,0.000,0.000,0.000,6.200
2020-04-21 04:00:00,9.270,0.000,0.000,0.000,6.000
2020-04-21 05:00:00,9.350,24.000,150.000,13.000,6.200
2020-04-21 06:00:00,9.250,142.000,467.200,51.000,7.700
2020-04-21 07:00:00,8.940,299.000,644.700,75.000,9.600
2020-04-21 08:00:00,9.330,457.000,750.400,91.000,11.800
2020-04-21 09:00:00,10.410,595.000,813.500,102.000,13.000
2020-04-21 10:00:00,9.250,701.000,851.200,110.000,14.000
2020-04-21 11:00:00,9.640,764.000,870.600,114.000,14.900
2020-04-21 12:00:00,9.820,779.000,874.500,115.000,15.700
2020-04-21 13:00:00,10.020,745.000,863.800,113.000,16.500
2020-04-21 14:00:00,10.310,665.000,838.500,107.000,17.100
2020-04-21 15:00:00,10.400,546.000,792.500,98.000,17.300
2020-04-21 16:00:00,10.500,399.000,716.800,85.000,17.100
2020-04-21 17:00:00,9.710,239.000,588.400,67.000,16.600
2020-04-21 18:00:00,9.630,90.000,383.800,37.000,15.600
2020-04-21 19:00:00,9.630,5.000,19.100,4.000,14.200
2020-04-21 20:00:00,9.520,0.000,0.000,0.000,13.200
2020-04-21 21:00:00,9.530,0.000,0.000,0.000,12.300
2020-04-21 22:00:00,9.230,0.000,0.000,0.000,11.500
2020-04-21 23:00:00,9.210,0.000,0.000,0.000,10.800
2020-04-22 00:00:00,8.900,0.000,0.000,0.000,9.900
2020-04-22 01:00:00,8.810,0.000,0.000,0.000,8.900
2020-04-22 02:00:00,8.520,0.000,0.000,0.000,7.900
2020-04-22 03:00:00,8.330,0.000,0.000,0.000,7.300
2020-04-22 04:00:00,8.270,0.000,0.000,0.000,6.600
2020-04-22 05:00:00,8.200,26.000,158.400,14.000,6.800
2020-04-22 06:00:00,7.990,147.000,475.600,52.000,8.600
2020-04-22 07:00:00,6.950,305.000,653.000,75.000,10.700
2020-04-22 08:00:00,6.920,463.000,755.800,91.000,12.900
2020-04-22 09:00:00,7.110,602.000,817.700,103.000,14.800
2020-04-22 10:00:00,7.120,707.000,853.400,111.000,16.700
2020-04-22 11:00:00,7.900,769.000,871.500,115.000,17.700
2020-04-22 12:00:00,7.900,783.000,875.400,115.000,18.300
2020-04-22 13:00:00,7.710,749.000,863.600,114.000,18.900
2020-04-22 14:00:00,7.520,668.000,838.500,107.000,19.100
2020-04-22 15:00:00,7.320,549.000,790.900,99.000,19.200
2020-04-22 16:00:00,7.450,401.000,713.100,86.000,18.900
2020-04-22 17:00:00,7.170,241.000,587.500,67.000,18.300
2020-04-22 18:00:00,6.990,93.000,379.900,39.000,17.100
2020-04-22 19:00:00,7.350,6.000,38.200,4.000,14.800
2020-04-22 20:00:00,7.860,0.000,0.000,0.000,13.300
2020-04-22 21:00:00,8.020,0.000,0.000,0.000,12.100
2020-04-22 22:00:00,8.190,0.000,0.000,0.000,11.100
2020-04-22 23:00:00,7.710,0.000,0.000,0.000,10.200
2020-04-23 00:00:00,7.310,0.000,0.000,0.000,9.000
2020-04-23 01:00:00,6.840,0.000,0.000,0.000,8.100
2020-04-23 02:00:00,6.510,0.000,0.000,0.000,7.100
2020-04-23 03:00:00,6.330,0.000,0.000,0.000,6.300
2020-04-23 04:00:00,6.360,0.000,0.000,0.000,5.900
2020-04-23 05:00:00,6.430,28.000,179.100,14.000,6.200
2020-04-23 06:00:00,5.770,151.000,479.000,53.000,9.000
2020-04-23 07:00:00,4.200,310.000,653.000,77.000,11.800
2020-04-23 08:00:00,4.150,468.000,757.100,92.000,14.500
2020-04-23 09:00:00,4.810,607.000,820.300,103.000,16.600
2020-04-23 10:00:00,5.780,712.000,855.800,111.000,17.800
2020-04-23 11:00:00,5.470,776.000,876.400,115.000,18.800
2020-04-23 12:00:00,4.880,791.000,880.400,116.000,19.700
2020-04-23 13:00:00,4.300,756.000,870.300,113.000,20.200
2020-04-23 14:00:00,3.800,676.000,844.500,108.000,20.700
2020-04-23 15:00:00,3.700,556.000,798.300,99.000,20.800
