Entity,Code,Year,Geothermal (total)
World,OWID_WRL,2016,12169.374
World,OWID_WRL,2017,12753.9795
World,OWID_WRL,2018,13196.476
World,OWID_WRL,2019,13823.755
World,OWID_WRL,2020,14183.774
World,OWID_WRL,2021,14467.982
World,OWID_WRL,2022,14705.642
World,OWID_WRL,2023,15101.521
World,OWID_WRL,2024,15364.695
World,OWID_WRL,2025,15623.535
